"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7289","radioButtons","chromium","2026-06-06","passed","2026-06-06","","allureReport.spec.js","",""
